vendor_id,chain_id,city_name,specialisation,successful_orders,fail_orders,reorders
36315,26786,Новокузнецк,Шашлыки,38.0,5.0,2.0
35568,26204,Новокузнецк,Суши,31.0,2.0,6.0
35855,26463,Новокузнецк,Суши,104.0,4.0,2.0
27837,19809,Новосибирск,Суши,116.0,1.0,0.0
13371,8170,Новосибирск,Пицца,173.0,1.0,1.0
3862,2158,Новосибирск,Супы,244.0,4.0,2.0
36886,27156,Новосибирск,Мясо,33.0,1.0,1.0
37431,27430,Новосибирск,Суши,28.0,1.0,1.0
34150,25099,Новосибирск,Пицца,351.0,5.0,11.0
37580,27534,Новосибирск,Пицца,0.0,1.0,0.0
36418,26855,Новосибирск,Пицца,72.0,1.0,0.0
37843,27733,Новосибирск,Русская,0.0,0.0,0.0
37245,27316,Новосибирск,Суши,87.0,2.0,1.0
21954,14884,Новосибирск,Китайская,355.0,2.0,4.0
37001,27200,Новосибирск,Суши,32.0,0.0,0.0
29001,20669,Новосибирск,Рыба,50.0,0.0,1.0
27835,19809,Новосибирск,Суши,233.0,12.0,5.0
12451,7524,Омск,Пицца,29.0,0.0,3.0
7140,4034,Омск,Суши,150.0,8.0,2.0
9631,5694,Омск,Суши,1.0,0.0,0.0
9578,5685,Омск,Бургеры,80.0,5.0,2.0
32802,23919,Омск,Суши,306.0,2.0,1.0
37806,27705,Омск,Пироги,1.0,0.0,0.0
27854,19821,Омск,Суши,115.0,6.0,4.0
36167,26667,Омск,Суши,1.0,0.0,1.0
37632,27568,Омск,Грузинская,3.0,0.0,0.0
36589,26955,Омск,Суши,20.0,1.0,0.0
35558,26284,Омск,Пицца,2.0,1.0,0.0
36817,27115,Омск,Суши,127.0,1.0,0.0
25655,18025,Омск,Пироги,6.0,1.0,1.0
9642,5699,Омск,Бургеры,1.0,0.0,0.0
9292,5477,Орел,Суши,251.0,7.0,12.0
36225,26709,Орел,Суши,321.0,2.0,4.0
30204,21697,Орел,Мясо,173.0,3.0,1.0
26231,18490,Орел,Японская,119.0,1.0,3.0
24126,16404,Орел,Пицца,482.0,33.0,27.0
12660,7708,Орел,Шашлыки,42.0,1.0,0.0
16157,10200,Орел,Бургеры,506.0,25.0,31.0
25594,17965,Орел,Суши,18.0,10.0,3.0
21771,14732,Орел,Шашлыки,323.0,3.0,3.0
30956,22329,Орел,Русская,31.0,0.0,1.0
37190,27299,Орел,Бургеры,57.0,3.0,1.0
22637,15475,Орел,Пицца,389.0,3.0,4.0
29442,21071,Орел,Бургеры,186.0,0.0,0.0
11998,5477,Орел,Суши,235.0,10.0,7.0
25543,17922,Оренбург,Пицца,40.0,1.0,0.0
34289,25216,Оренбург,Пицца,40.0,1.0,0.0
35010,25887,Оренбург,Суши,4.0,0.0,1.0
12415,7498,Оренбург,Суши,58.0,2.0,0.0
16453,10437,Оренбург,Суши,82.0,1.0,2.0
12411,7495,Оренбург,Суши,1401.0,14.0,6.0
13223,8115,Оренбург,Японская,331.0,1.0,6.0
12414,7498,Оренбург,Суши,736.0,17.0,0.0
36578,18978,Оренбург,Пицца,247.0,1.0,0.0
12465,7536,Оренбург,Сэндвичи,110.0,2.0,1.0
36580,18978,Оренбург,Пицца,148.0,2.0,1.0
37531,27502,Оренбург,Хот-доги,5.0,3.0,3.0
12418,7498,Оренбург,Суши,29.0,0.0,0.0
20950,14020,Оренбург,Индийская,0.0,5.0,0.0
35650,26340,Пенза,Пицца,83.0,2.0,1.0
35775,26403,Пенза,Суши,292.0,1.0,0.0
22313,15192,Пенза,Суши,95.0,17.0,22.0
25282,17689,Пенза,Рыба,77.0,0.0,1.0
22305,15192,Пенза,Суши,62.0,15.0,7.0
35440,26212,Пенза,Суши,72.0,4.0,9.0
18179,11689,Пенза,Русская,12.0,0.0,0.0
34889,25777,Пенза,Суши,196.0,0.0,0.0
28100,19999,Пенза,Пицца,406.0,4.0,4.0
36130,26647,Пенза,Суши,136.0,5.0,6.0
22220,15121,Пенза,Пицца,15.0,1.0,1.0
34892,25777,Пенза,Суши,4.0,0.0,0.0
37282,27340,Пенза,Суши,106.0,1.0,2.0
16158,10201,Пенза,Суши,173.0,2.0,1.0
35207,26033,Пермь,Японская,159.0,8.0,2.0
24065,16674,Пермь,Пицца,25.0,0.0,0.0
28458,20259,Пермь,Шашлыки,30.0,1.0,3.0
5403,2904,Пермь,Пицца,70.0,3.0,3.0
32449,23620,Пермь,Русская,21.0,0.0,0.0
35754,26391,Пермь,Бургеры,4.0,2.0,0.0
36221,26706,Пермь,Суши,2.0,0.0,0.0
23367,15644,Пермь,Пицца,100.0,0.0,1.0
37301,27352,Пермь,Шаурма,48.0,0.0,1.0
37565,26582,Пермь,Пироги,14.0,0.0,1.0
37615,27562,Пермь,Суши,27.0,1.0,0.0
18086,11600,Пермь,Суши,341.0,12.0,5.0
31288,10514,Пермь,Бургеры,300.0,5.0,3.0
36518,26908,Пермь,Суши,135.0,4.0,1.0
28812,20511,Петрозаводск,Пицца,80.0,3.0,1.0
33306,24371,Петрозаводск,Суши,100.0,1.0,0.0
37926,27791,Петрозаводск,Пицца,0.0,0.0,0.0
34128,25078,Петрозаводск,Пицца,74.0,0.0,0.0
28794,20500,Петрозаводск,Суши,205.0,4.0,3.0
28801,20506,Петрозаводск,Японская,87.0,1.0,1.0
37687,27610,Петрозаводск,Суши,20.0,1.0,1.0
23480,16180,Ростов-на-Дону,Бургеры,30.0,0.0,1.0
35196,16180,Ростов-на-Дону,Бургеры,14.0,0.0,1.0
35827,26446,Ростов-на-Дону,Пицца,155.0,0.0,1.0
16355,10347,Ростов-на-Дону,Пицца,341.0,7.0,11.0
36122,26643,Ростов-на-Дону,Суши,485.0,4.0,3.0
37865,26643,Ростов-на-Дону,Суши,82.0,0.0,2.0
7531,4222,Ростов-на-Дону,Пицца,226.0,2.0,4.0
13697,8410,Ростов-на-Дону,Китайская,8.0,5.0,2.0
36926,26432,Ростов-на-Дону,Бургеры,48.0,5.0,8.0
33913,3307,Ростов-на-Дону,Пицца,361.0,1.0,4.0
36507,26901,Ростов-на-Дону,Суши,59.0,0.0,0.0
20616,10296,Ростов-на-Дону,Рыба,174.0,1.0,2.0
37754,27664,Ростов-на-Дону,Бургеры,14.0,0.0,0.0
31139,17502,Ростов-на-Дону,Суши,250.0,4.0,1.0
27396,19441,Рязань,Суши,194.0,1.0,2.0
25022,17482,Рязань,Рыба,293.0,0.0,2.0
23862,16490,Рязань,Пицца,422.0,4.0,4.0
36346,26809,Рязань,Суши,18.0,1.0,0.0
35776,26404,Рязань,Суши,195.0,2.0,3.0
25092,17482,Рязань,Рыба,211.0,4.0,3.0
23533,16228,Рязань,Суши,635.0,4.0,4.0
10225,6114,Рязань,Суши,199.0,2.0,2.0
35647,26337,Рязань,Суши,259.0,4.0,1.0
30112,16025,Рязань,Пицца,146.0,9.0,8.0
25031,17482,Рязань,Рыба,168.0,0.0,1.0
37046,5036,Рязань,Пицца,532.0,11.0,10.0
31865,17482,Рязань,Рыба,116.0,0.0,0.0
13435,5036,Рязань,Пицца,670.0,15.0,5.0
19487,12728,Самара,Мясо,17.0,0.0,1.0
37741,27653,Самара,Фастфуд,4.0,0.0,0.0
7821,1418,Самара,Пицца,40.0,1.0,0.0
8491,4903,Самара,Паста и ризотто,38.0,0.0,0.0
20935,14010,Самара,Пицца,1298.0,63.0,44.0
3586,1942,Самара,Пицца,130.0,0.0,3.0
35493,13430,Самара,Суши,69.0,2.0,1.0
28572,20345,Самара,Шашлыки,1.0,1.0,2.0
30425,3325,Самара,Пицца,135.0,1.0,1.0
12235,7369,Самара,Суши,779.0,32.0,51.0
19345,9782,Самара,Паста и ризотто,11.0,0.0,0.0
19140,12418,Самара,Суши,117.0,0.0,0.0
8781,4768,Самара,Суши,91.0,3.0,0.0
28986,20656,Самара,Шаурма,93.0,1.0,1.0
24049,16661,Санкт-Петербург,Мясо,1.0,0.0,1.0
23169,15889,Санкт-Петербург,Пироги,34.0,0.0,0.0
20947,13548,Санкт-Петербург,Суши,77.0,0.0,1.0
5044,2784,Санкт-Петербург,Суши,2.0,0.0,0.0
23117,15881,Санкт-Петербург,Суши,1257.0,6.0,17.0
25285,17691,Санкт-Петербург,Шаурма,2.0,1.0,1.0
18119,11631,Санкт-Петербург,Суши,4.0,1.0,0.0
8810,4451,Санкт-Петербург,Суши,328.0,16.0,4.0
28847,20544,Санкт-Петербург,Мясо,7.0,1.0,4.0
36443,5201,Санкт-Петербург,Бургеры,111.0,2.0,8.0
21346,14325,Санкт-Петербург,Пицца,50.0,0.0,0.0
31957,19235,Санкт-Петербург,Вегетарианское меню,12.0,7.0,4.0
16083,6579,Санкт-Петербург,Пироги,11.0,0.0,0.0
13287,966,Санкт-Петербург,Суши,36.0,8.0,9.0
31767,23000,Саратов,Рыба,179.0,2.0,2.0
16318,10321,Саратов,Пицца,206.0,2.0,2.0
25491,17871,Саратов,Шашлыки,72.0,0.0,0.0
25138,17561,Саратов,Суши,193.0,4.0,1.0
29341,20987,Саратов,Суши,331.0,1.0,0.0
36930,27170,Саратов,Бургеры,386.0,2.0,3.0
36051,26599,Саратов,Бургеры,58.0,1.0,0.0
14404,8966,Саратов,Выпечка,24.0,1.0,0.0
5469,3131,Саратов,Суши,617.0,28.0,26.0
34835,25726,Саратов,Суши,203.0,4.0,5.0
35791,26417,Саратов,Суши,82.0,0.0,0.0
20223,13387,Саратов,Пицца,299.0,13.0,12.0
37703,27625,Саратов,Суши,4.0,1.0,0.0
34681,25578,Саратов,Суши,71.0,0.0,1.0
36295,26770,Смоленск,Суши,11.0,0.0,0.0
36892,27159,Смоленск,Бургеры,72.0,3.0,2.0
32990,24074,Смоленск,Пицца,116.0,2.0,1.0
36891,27159,Смоленск,Бургеры,44.0,1.0,1.0
27475,19512,Смоленск,Рыба,14.0,0.0,0.0
37815,27712,Смоленск,Пицца,11.0,0.0,0.0
36301,26776,Смоленск,Суши,6.0,1.0,0.0
36287,26762,Смоленск,Пицца,58.0,0.0,0.0
36893,27159,Смоленск,Бургеры,178.0,1.0,1.0
27461,19499,Смоленск,Суши,261.0,7.0,3.0
36482,26882,Смоленск,Бургеры,87.0,2.0,4.0
35600,26307,Смоленск,Суши,125.0,3.0,2.0
27460,19499,Смоленск,Суши,64.0,1.0,2.0
27478,19512,Смоленск,Рыба,7.0,0.0,1.0
35874,26469,Сочи,Суши,107.0,1.0,1.0
35188,26019,Сочи,Пироги,185.0,3.0,2.0
25550,17929,Сочи,Суши,75.0,0.0,3.0
37179,27288,Сочи,Бургеры,94.0,3.0,2.0
35799,14152,Сочи,Пицца,185.0,2.0,0.0
35908,26496,Сочи,Пицца,180.0,2.0,2.0
27780,19761,Сочи,Пицца,3.0,1.0,1.0
27437,19481,Сочи,Пицца,53.0,5.0,7.0
32727,23848,Сочи,Суши,162.0,2.0,2.0
37432,27431,Сочи,Бургеры,9.0,0.0,1.0
37651,27580,Сочи,Суши,0.0,1.0,0.0
16251,10269,Сочи,Суши,294.0,7.0,13.0
35716,26363,Сочи,Пицца,106.0,2.0,0.0
36866,27143,Сочи,Суши,3.0,1.0,0.0
35711,26359,Ставрополь,Бургеры,61.0,0.0,1.0
30560,21988,Ставрополь,Суши,19.0,0.0,0.0
19186,12456,Ставрополь,Рыба,60.0,0.0,1.0
35971,26545,Ставрополь,Пицца,16.0,1.0,1.0
16977,10739,Ставрополь,Суши,242.0,5.0,6.0
26540,15415,Ставрополь,Суши,0.0,0.0,3.0
16990,10739,Ставрополь,Суши,89.0,1.0,1.0
16974,10736,Ставрополь,Пицца,221.0,4.0,1.0
16987,10739,Ставрополь,Суши,235.0,6.0,8.0
35710,26359,Ставрополь,Бургеры,84.0,2.0,2.0
20015,13216,Ставрополь,Пицца,41.0,3.0,0.0
37850,27738,Ставрополь,Бургеры,0.0,0.0,0.0
35751,26388,Ставрополь,Бургеры,231.0,1.0,3.0
17503,11165,Ставрополь,Японская,185.0,0.0,1.0
37202,27304,Стерлитамак,Бургеры,17.0,1.0,0.0
37201,27304,Стерлитамак,Бургеры,4.0,0.0,0.0
37550,27514,Стерлитамак,Суши,23.0,0.0,0.0
17774,11373,Сургут,Суши,58.0,2.0,2.0
16979,10741,Сургут,Сэндвичи,68.0,5.0,2.0
27855,19822,Сургут,Суши,234.0,7.0,5.0
22935,15742,Сургут,Суши,27.0,4.0,3.0
16992,10744,Сургут,Суши,1.0,0.0,0.0
16982,10744,Сургут,Суши,13.0,1.0,0.0
36511,26903,Сургут,Пицца,21.0,1.0,1.0
28793,20499,Сургут,Пицца,17.0,1.0,0.0
21592,14564,Сургут,Суши,93.0,1.0,1.0
37421,27422,Сургут,Шашлыки,20.0,0.0,4.0
16993,10744,Сургут,Суши,6.0,0.0,1.0
17780,11373,Сургут,Суши,27.0,1.0,0.0
22947,15742,Сургут,Суши,31.0,2.0,2.0
37172,27284,Сургут,Бургеры,8.0,0.0,1.0
37567,27523,Тверь,Пицца,16.0,1.0,1.0
36434,26863,Тверь,Пицца,184.0,2.0,2.0
13417,8210,Тверь,Суши,88.0,0.0,1.0
18002,11544,Тверь,Пицца,407.0,1.0,2.0
36862,27140,Тверь,Суши,3.0,4.0,1.0
37490,27474,Тверь,Суши,245.0,4.0,1.0
30407,21850,Тверь,Бургеры,109.0,2.0,5.0
16336,10334,Тверь,Пицца,265.0,3.0,3.0
18358,11820,Тверь,Пицца,337.0,5.0,10.0
12538,7602,Тверь,Суши,79.0,2.0,1.0
36967,27185,Тверь,Десерты,0.0,2.0,1.0
21154,14193,Тверь,Шашлыки,7.0,3.0,2.0
35441,26213,Тверь,Пироги,166.0,2.0,0.0
14161,8780,Тверь,Суши,445.0,17.0,23.0
28697,20429,Тольятти,Суши,54.0,0.0,0.0
10201,6102,Тольятти,Суши,27.0,0.0,0.0
33782,24758,Тольятти,Фастфуд,17.0,0.0,0.0
10196,6097,Тольятти,Суши,118.0,3.0,0.0
9726,5746,Тольятти,Японская,461.0,0.0,4.0
9226,5441,Тольятти,Суши,294.0,1.0,1.0
34436,25353,Тольятти,Бургеры,22.0,0.0,2.0
29325,20976,Тольятти,Рыба,58.0,3.0,1.0
26328,18539,Тольятти,Индийская,75.0,0.0,2.0
30176,17801,Тольятти,Рыба,15.0,0.0,0.0
9878,5863,Тольятти,Супы,14.0,0.0,2.0
13882,8564,Тольятти,Супы,480.0,14.0,3.0
29631,21211,Тольятти,Суши,602.0,11.0,10.0
27217,19304,Тольятти,Рыба,76.0,1.0,0.0
37375,27395,Томск,Шашлыки,6.0,0.0,0.0
23941,16565,Томск,Шаурма,33.0,0.0,0.0
27611,15562,Томск,Пицца,91.0,2.0,1.0
27268,19334,Томск,Супы,81.0,2.0,2.0
18990,12289,Томск,Суши,169.0,3.0,3.0
35700,26356,Томск,Суши,56.0,0.0,1.0
35974,26548,Томск,Пицца,4.0,6.0,4.0
37908,19783,Томск,Суши,1.0,0.0,0.0
25235,17647,Томск,Пицца,66.0,2.0,3.0
24670,17201,Томск,Суши,100.0,1.0,1.0
36341,26804,Томск,Пироги,4.0,0.0,0.0
15957,10100,Томск,Суши,1.0,0.0,0.0
36053,26601,Томск,Пицца,47.0,0.0,0.0
16668,10489,Томск,Супы,18.0,0.0,0.0
36758,27077,Тула,Бургеры,74.0,1.0,2.0
11216,6708,Тула,Суши,18.0,1.0,0.0
37427,27428,Тула,Суши,125.0,0.0,2.0
36865,27142,Тула,Пицца,36.0,1.0,1.0
21915,14845,Тула,Узбекская,6.0,1.0,2.0
30197,21690,Тула,Суши,51.0,0.0,1.0
25369,17762,Тула,Пицца,205.0,38.0,18.0
29406,21044,Тула,Русская,919.0,7.0,2.0
37506,27484,Тула,Суши,26.0,0.0,5.0
26670,18832,Тула,Пицца,33.0,1.0,0.0
8475,4888,Тула,Суши,377.0,7.0,4.0
35259,26081,Тула,Суши,469.0,5.0,2.0
20730,13823,Тула,Бургеры,106.0,3.0,4.0
8440,4859,Тула,Пицца,450.0,15.0,5.0
22851,13507,Тюмень,Суши,93.0,10.0,22.0
36900,27161,Тюмень,Бургеры,37.0,1.0,2.0
37678,27601,Тюмень,Пицца,1.0,0.0,0.0
14396,8959,Тюмень,Пицца,612.0,1.0,3.0
37766,27674,Тюмень,Суши,13.0,0.0,1.0
37441,27436,Тюмень,Грузинская,131.0,0.0,0.0
36829,13507,Тюмень,Суши,13.0,4.0,2.0
26525,18709,Тюмень,Пицца,17.0,3.0,4.0
14892,9340,Тюмень,Суши,153.0,3.0,5.0
30336,21787,Тюмень,Русская,25.0,1.0,2.0
8277,4737,Тюмень,Пицца,62.0,5.0,2.0
8570,4968,Тюмень,Суши,293.0,6.0,0.0
31239,22552,Тюмень,Сэндвичи,241.0,4.0,2.0
37689,27186,Тюмень,Пицца,30.0,1.0,1.0
32763,23885,Ульяновск,Суши,34.0,1.0,0.0
37123,27247,Ульяновск,Суши,79.0,1.0,3.0
32003,23209,Ульяновск,Шашлыки,39.0,2.0,3.0
37077,27230,Ульяновск,Пицца,1.0,1.0,0.0
31960,23168,Ульяновск,Пицца,73.0,1.0,0.0
32004,23210,Ульяновск,Рыба,54.0,1.0,0.0
37116,27241,Ульяновск,Сэндвичи,94.0,1.0,0.0
37124,27247,Ульяновск,Суши,79.0,0.0,0.0
35807,26429,Ульяновск,Паназиатская,1.0,1.0,2.0
37215,27307,Ульяновск,Бургеры,66.0,2.0,1.0
37213,27307,Ульяновск,Бургеры,71.0,13.0,3.0
32609,23769,Ульяновск,Суши,40.0,2.0,2.0
34086,25037,Ульяновск,Пицца,19.0,1.0,2.0
32614,23772,Ульяновск,Китайская,86.0,1.0,1.0
5804,3296,Уфа,Пицца,265.0,5.0,2.0
20770,13863,Уфа,Пицца,142.0,6.0,4.0
8552,4951,Уфа,Пицца,1644.0,19.0,32.0
34646,25549,Уфа,Мясо,2.0,0.0,1.0
37481,27305,Уфа,Бургеры,105.0,2.0,0.0
12491,7562,Уфа,Шашлыки,7.0,0.0,4.0
36193,3296,Уфа,Пицца,173.0,0.0,5.0
23938,16562,Уфа,Суши,6.0,0.0,0.0
9033,3296,Уфа,Пицца,311.0,2.0,3.0
22028,14943,Уфа,Пицца,208.0,2.0,1.0
29196,20859,Уфа,Суши,66.0,0.0,2.0
35334,26151,Уфа,Пицца,2.0,0.0,0.0
19311,12575,Уфа,Суши,361.0,0.0,1.0
16350,10344,Уфа,Пироги,22.0,2.0,1.0
36027,26591,Хабаровск,Бургеры,91.0,0.0,0.0
37595,27545,Хабаровск,Японская,5.0,2.0,0.0
30365,21811,Хабаровск,Японская,134.0,3.0,0.0
37785,27691,Хабаровск,Суши,1.0,0.0,0.0
9914,5896,Хабаровск,Суши,178.0,3.0,1.0
37736,16681,Хабаровск,Суши,16.0,8.0,5.0
12672,7719,Хабаровск,Мясо,179.0,7.0,1.0
37410,27413,Хабаровск,Китайская,6.0,0.0,0.0
37258,27321,Хабаровск,Суши,39.0,2.0,0.0
23211,15952,Хабаровск,Японская,60.0,0.0,0.0
20527,13661,Хабаровск,Китайская,132.0,2.0,0.0
24072,16681,Хабаровск,Суши,43.0,3.0,2.0
37110,16681,Хабаровск,Суши,28.0,3.0,2.0
35626,16681,Хабаровск,Суши,42.0,0.0,3.0
37174,27285,Ханты-Мансийск,Бургеры,26.0,0.0,0.0
37924,27790,Ханты-Мансийск,Суши,0.0,0.0,0.0
36471,26874,Чебоксары,Пицца,7.0,0.0,0.0
36702,27027,Чебоксары,Пицца,5.0,1.0,0.0
36439,26868,Чебоксары,Мясо,137.0,1.0,0.0
36493,26892,Чебоксары,Бургеры,66.0,0.0,0.0
36899,27162,Чебоксары,Бургеры,34.0,1.0,2.0
36490,26889,Чебоксары,Пицца,44.0,1.0,1.0
37135,27257,Чебоксары,Пицца,30.0,3.0,0.0
36438,26867,Чебоксары,Пицца,150.0,8.0,6.0
36701,27026,Чебоксары,Суши,53.0,9.0,4.0
36442,26870,Чебоксары,Суши,68.0,0.0,0.0
36896,27162,Чебоксары,Бургеры,23.0,9.0,5.0
25778,7180,Челябинск,Шашлыки,31.0,1.0,1.0
35927,26509,Челябинск,Суши,21.0,3.0,0.0
7737,4372,Челябинск,Пицца,138.0,3.0,7.0
10810,6534,Челябинск,Суши,13.0,0.0,0.0
35934,26516,Челябинск,Рыба,14.0,1.0,0.0
7120,4024,Челябинск,Супы,37.0,0.0,1.0
25389,17782,Челябинск,Суши,77.0,0.0,1.0
21573,6534,Челябинск,Суши,9.0,1.0,1.0
35094,25938,Челябинск,Суши,25.0,0.0,0.0
7119,4023,Челябинск,Пицца,701.0,16.0,4.0
34042,24996,Челябинск,Пицца,2.0,0.0,0.0
14928,9366,Челябинск,Пицца,30.0,1.0,3.0
35391,26190,Челябинск,Пицца,23.0,0.0,0.0
36485,26885,Челябинск,Пицца,8.0,0.0,0.0
33579,24602,Череповец,Суши,86.0,0.0,1.0
33661,24681,Череповец,Суши,82.0,1.0,0.0
33936,24894,Череповец,Суши,52.0,3.0,7.0
35338,26154,Череповец,Пицца,5.0,0.0,1.0
37743,27655,Череповец,Пицца,12.0,0.0,0.0
33583,24602,Череповец,Суши,64.0,1.0,0.0
37753,27663,Череповец,Суши,1.0,0.0,0.0
33853,24817,Череповец,Суши,46.0,1.0,2.0
35172,26005,Череповец,Итальянская,19.0,1.0,0.0
5533,3157,Энгельс,Пицца,96.0,2.0,0.0
36735,27055,Энгельс,Пицца,33.0,0.0,2.0
21610,14580,Энгельс,Суши,489.0,8.0,2.0
16246,10265,Энгельс,Суши,179.0,0.0,2.0
14400,8962,Энгельс,Суши,14.0,0.0,1.0
29300,20953,Энгельс,Суши,137.0,2.0,1.0
9920,5899,Энгельс,Мясо,63.0,0.0,1.0
5264,3018,Энгельс,Пицца,346.0,4.0,0.0
37677,27600,Энгельс,Суши,36.0,4.0,1.0
36827,27121,Энгельс,Десерты,2.0,0.0,0.0
22659,15494,Энгельс,Суши,207.0,4.0,0.0
17416,11090,Энгельс,Суши,296.0,4.0,1.0
36748,27068,Энгельс,Пицца,42.0,1.0,1.0
36475,26877,Энгельс,Бургеры,168.0,2.0,2.0
36353,26811,Ярославль,Суши,48.0,1.0,1.0
36348,26811,Ярославль,Суши,63.0,0.0,0.0
31076,21909,Ярославль,Суши,312.0,3.0,4.0
25848,17440,Ярославль,Японская,309.0,1.0,3.0
35868,26467,Ярославль,Суши,35.0,1.0,0.0
30317,21772,Ярославль,Суши,93.0,9.0,4.0
29756,21324,Ярославль,Бургеры,168.0,0.0,1.0
36105,26635,Ярославль,Суши,122.0,5.0,1.0
34523,25434,Ярославль,Фастфуд,66.0,0.0,0.0
35869,26467,Ярославль,Суши,105.0,3.0,1.0
24614,17145,Ярославль,Суши,116.0,8.0,2.0
28675,20418,Ярославль,Пицца,86.0,6.0,2.0
24949,17440,Ярославль,Японская,459.0,8.0,0.0
28676,20418,Ярославль,Пицца,109.0,10.0,2.0
